stroke_sequence,character,encoding
3411243112213241112154,鑊,ajhTha2f-4
3411243112213251,鍩,ajhThxOo
3411243112225121,錨,ajhTho+
3411243112225125132411121,鑵,ajhThooa2f-
341124311223241112154,鑊,ajhTha2f-4
341124311224411251124124,鑮,ajhThiii+\g-\
341124311225111134,鎮,ajhT+n-iii8
34112431122513511,鍸,ajhT+og
34112431122513541,鍸,ajhT+og
341124311241344,銶,ajhT-l3\
341124311245554234,鎍,ajhT+n⿽vdw
3411243112511,鉅,ajhT--c
3411243112511124454,鏈,ajhT\z-v+T
341124311251112454,鏈,ajhT\z-v+T
3411243112511124554,鏈,ajhT\z-v+T
341124311251124,鋪,ajhT+\g
3411243112512343534,鏉,ajhTmo9a
3411243112512512515,鏂,ajhTcOooo
3411243112512531125221,鑑,ajhTrlc2a\nh
3411243112512531425221,鑑,ajhTrlc2a\nh
341124311251253512,鎘,ajhT-onhl
341124311251254312,鎘,ajhT-onhl
341124311252111125121,鐳,ajhT-nl4o+
3411243112522111234,鏢,ajhT-42w
341124311252413425121,鐳,ajhT-nl4o+
341124311252444425121,鐳,ajhT-nl4o+
3411243112525,鉔,ajhTcOnl
3411243112534,鈵,ajhT-na
34112431125431234,鍊,ajhTmo8
34112431131251534,鍼,ajhTrx\-o
34112431131251543,鍼,ajhTrx\-o
34112431131534,銊,ajhTrx\-
34112431131543,銊,ajhTrx\-
3411243113251,鉐,ajhTro
341124311325111134,鎮,ajhT+n-iii8
3411243113252,鈽,ajhTxOnl
34112431132521,銌,ajhTxOlz-
3411243113344,鈸,ajhTxO4\
34112431134,釱,ajhTq
34112431134115,銙,ajhTq--v
341124311344,鈦,ajhTq\
34112431134432511234,鐐,ajhTq8bw
3411243113544,鈸,ajhTxO4\
341124311355,鈪,ajhTrvv
34112431143342511234,鐐,ajhTq8bw
341124311452111125121,鐳,ajhT-nl4o+
341124311452413425121,鐳,ajhT-nl4o+
341124311452444425121,鐳,ajhT-nl4o+
341124311513,鈩,ajhT\c/
341124311513533533,䥇,ajhTic/cc
341124311513541541,䥇,ajhTic/cc
341124311525,鈍,ajhT-uv
341124311525111534,鎭,ajhT7ve8
3411243115341534,錢,ajhT-x\-x\
341124311542511,錥,ajhTiidg
3411243115431543,錢,ajhT-x\-x\
341124311543511,錥,ajhTiidg
341124311543541,錥,ajhTiidg
3411243121111534,鋹,ajhTl-iiiv\/
341124312112122151234,鐷,ajhThh-vm
34112431211213251,鍩,ajhThxOo
34112431211225121,錨,ajhTho+
34112431211225125132411121,鑵,ajhThooa2f-
3411243121123241112154,鑊,ajhTha2f-4
3411243121124411251124124,鑮,ajhThiii+\g-\
341124312121131233534,鐬,ajhTf2rx\-/l/
341124312121131233543,鐬,ajhTf2rx\-/l/
341124312153151353334,鐻,ajhTfr7-e
34112431215315251214544,鑢,ajhTfr7o+/v\\
341124312154,鈙,ajhTf4
34112431234,釥,ajhTw
341124312342511,銷,ajhTwg
341124312342511134,鎖,ajhTwe8
341124312343511,銷,ajhTwg
341124312343541,銷,ajhTwg
3411243124,釙,ajhTf
34112431243135,銧,ajhTw-a
341124312432511,銷,ajhTwg
341124312432511134,鎖,ajhTwe8
341124312433511,銷,ajhTwg
341124312433541,銷,ajhTwg
34112431243452511234,鏿,ajhTwnom
34112431243452513112,鐣,ajhTwno/j
341124312434525135,鎲,ajhTwnoa
34112431251,釦,ajhTo
341124312511,鈤,ajhTb
3411243125111251113241112154,钁,ajhTeea2f-4
341124312511151321212,鐤,ajhTekk
34112431251115132125,鐤,ajhTekk
3411243125111521321212,鐤,ajhTekk
341124312511152132125,鐤,ajhTekk
341124312511153,鋤,ajhTg-v/
34112431251122111,鍓,ajhTor3l
34112431251125112511,鐧,ajhTinTb
3411243125112512531,鏤,ajhTo-oly
34112431251131121,鍟,ajhTbat
3411243125113533,錫,ajhTb9O//
341124312512,鈡,ajhTol
34112431251212512125121,鑘,ajhTo+o+o+
3411243125121554234,鏍,ajhTo+⿽vdw
34112431251225251,鍋,ajhTnvno
34112431251251115,鍔,ajhToo--v
341124312512512511234,鐰,ajhTooom
34112431251341,銦,ajhToOq
34112431252125251,鍋,ajhTnvno
341124312522135251214,鐲,ajhTnh𠣜
3411243125235113511,鏰,ajhTlugg
3411243125235443544,鏰,ajhTlugg
3411243125431252,鋼,ajhTnhlu
3411243125525251,鍋,ajhTnvno
34112431311253134,鍥,ajhTiiilviq
3411243131133112,鉼,ajhT8-h
34112431312135,銑,ajhT163a
341124313121353121352511134,鑽,ajhT163a163ae8
34112431312321511,鍤,ajhT/+r-c
34112431312344334,鍬,ajhT/mq
3411243131234531,錗,ajhT/my
34112431312511354,鍑,ajhTab9\
341124313155414,鋂,ajhTavv3
341124313155441,鋂,ajhTavv3
34112431321113554,鍛,ajhTliiii9x
341124313211511254,鎪,ajhTalalh-oiiaa2f-oll3
341124313212154,鋋,ajhTz\/fv
3411243132121554,鋋,ajhTz\/fv
34112431321234,銝,ajhTam
34112431321511254,鎪,ajhTalalh-oiiaa2f-oll3
34112431321554,鋋,ajhTz\/fv
341124313215554,鋋,ajhTz\/fv
341124313241112135,鎸,ajhTa2f-v/
34112431324111214444,鐎,ajhTa2f-/\\\
341124313241112153,鎸,ajhTa2f-v/
341124313251114544,鎴,ajhT/e/v\\
3411243132511252,錦,ajhT/bnl
341124313251514454,鎚,ajhT\z/lcc
34112431325151454,鎚,ajhT\z/lcc
341124313251514554,鎚,ajhT\z/lcc
34112431331225111,鍎,ajhTr+e
34112431331233122511134,鑕,ajhTrrrre8
34112431331325111,鍎,ajhTr+e
341124313315112234,鎌,ajhThch8
3411243133234342134,鏦,ajhT/aaafa
34112431333,釤,ajhT///
34112431333253134,鍥,ajhTiiilviq
341124313351,鈩,ajhT\c/
341124313351533533,䥇,ajhTic/cc
341124313351541541,䥇,ajhTic/cc
34112431341121,銓,ajhTaj-
341124313411243134112431,鑫,ajhajhTajh
3411243134113455,錈,ajhT8iiavv
34112431341251122,鍮,ajhTa-gll
34112431341251155,鍮,ajhTa-gll
34112431341253511124,鐏,ajhT8-4--\
34112431341254455,鍮,ajhTa-gll
341124313413425221,鎰,ajhTh8nh
34112431341351122,鍮,ajhTa-gll
34112431341351155,鍮,ajhTa-gll
34112431341354455,鍮,ajhTa-gll
341124313415113251,鎗,ajhTaic/-o
3411243134152,鈴,ajhTaid
3411243134154,鈴,ajhTaid
341124313425135,銳,ajhT8oa
34112431343123425121,鐇,ajhT/8mo+
3411243134312344544,鏭,ajhT/8m/v\\
3411243134333,鉁,ajhTa///
341124313434251,鋊,ajhT8ao
341124313443454544354,鑀,ajhT/\\/n/v\\9\
341124313445113251,鎗,ajhTaic/-o
3411243134454,鈴,ajhTaid
34112431345234354,鍐,ajhTux89\
34112431345235354,鍐,ajhTux89\
341124313453,鈖,ajhT8vi
341124313454,鈆,ajhT8d
34112431351,釣,ajhT9O\
34112431351111251,鍧,ajhT9O4o
341124313525,鈍,ajhT-uv
341124313525111534,鎭,ajhT7ve8
3411243135251151535251354,鑱,ajhT9o779oa\
3411243135251153535251354,鑱,ajhT9o779oa\
3411243135251155335251354,鑱,ajhT9o779oa\
3411243135251353535251354,鑱,ajhT9o779oa\
3411243135251535335251354,鑱,ajhT9o779oa\
3411243135311252,鋾,ajhT9Oa+u
341124313541112,鋒,ajhT9\iiil
34112431354111251,鍧,ajhT9O4o
3411243141251251112213534,鑲,ajhTiioo-h-/w
3411243141251521,錞,ajhTiioz-
34112431412515213134,鐓,ajhTiioz-ax
3411243141252,鈰,ajhT\-ni
34112431413122112512134,鑛,ajhT\rh--nt8
3411243141312212512134,鑛,ajhT\rh--nt8
34112431413122154,鍍,ajhT\rh-4
341124314133315112234,鐮,ajhT\rhch8
3411243141341331121,鏟,ajhTii8rat
341124314134315112234,鐮,ajhT\rhch8
3411243141352211515,鏕,ajhT\r477
34112431413522115154444,鑣,ajhT\r477/\\\
3411243141352211535,鏕,ajhT\r477
34112431413522115354444,鑣,ajhT\r477/\\\
3411243141352211553,鏕,ajhT\r477
34112431413522115534444,鑣,ajhT\r477/\\\
3411243141352213535,鏕,ajhT\r477
34112431413522135354444,鑣,ajhT\r477/\\\
3411243141352215353,鏕,ajhT\r477
34112431413522153534444,鑣,ajhT\r477/\\\
34112431413531525,鍦,ajhT2pavvl
341124314143112,鋅,ajhTiih+
3411243141431251112,鏱,ajhTiihb+
34112431414312511121,鐘,ajhTiiho+t
341124314143125111515111,鑨,ajhTk2T
3411243141431251135,鏡,ajhTiihba
341124314143125114544,鐿,ajhTiihb/v\\
3411243141431331121,鏟,ajhTii8rat
341124314143135111515111,鑨,ajhTk2T
341124314143135411515111,鑨,ajhTk2T
34112431415331525,鍦,ajhT2pavvl
3411243141542511,錥,ajhTiidg
3411243141543511,錥,ajhTiidg
3411243141543541,錥,ajhTiidg
34112431431132,鉼,ajhT8-h
3411243143113455,錈,ajhT8iiavv
34112431431234354152,鏻,ajhT8m9i+v
34112431431253511124,鐏,ajhT8-4--\
341124314313425221,鎰,ajhTh8nh
341124314315112234,鎌,ajhThch8
341124314325135,鋭,ajhT8oa
341124314451112251,鎋,ajhT\niiilo
341124314451121251,鎋,ajhT\niiilo
341124314451135,鋎,ajhT\n--a
3411243144512134,錠,ajhT\n-fa
341124314451354,鋐,ajhT\nxOd
341124314453112251,鎋,ajhT\niiilo
341124314453121251,鎋,ajhT\niiilo
341124314453434251,鎔,ajhT\n8ao
3411243144535455,鋺,ajhT\n9ivv
34112431451153452,鎯,ajhT\c-wzl
341124314511534552,鎯,ajhT\c-wzl
3411243145115452,鎯,ajhT\c-wzl
34112431451154552,鎯,ajhT\c-wzl
341124314513,鈩,ajhT\c/
341124314513533533,䥇,ajhTic/cc
341124314513541541,䥇,ajhTic/cc
3411243145443,鉍,ajhT/v\\/
3411243151111254,鍵,ajhTz\c-f
34112431511112554,鍵,ajhTz\c-f
3411243151112321521512,鏽,ajhTc+kk-
341124315111235521512,鏽,ajhTc+kk-
341124315112321521512,鏽,ajhTc+kk-
34112431511235521512,鏽,ajhTc+kk-
3411243151124134,録,ajhT⿼c-l3
34112431511534,銀,ajhTc-w
341124315121,鈕,ajhTc+
34112431513211112522135251214,钃,ajhTc/l88nh𠣜
34112431513241342522135251214,钃,ajhTc/l88nh𠣜
341124315132514143112,鐴,ajhTc/oiih+
3411243151515,鈱,ajhTvc-v
34112431515322511134,鐨,ajhT/lcve8
341124315211,鈕,ajhTc+
34112431521251152,鍏,ajhTco+v
34112431521325111,鎇,ajhTc/le
3411243152133541124,鏘,ajhTk9i\-\
3411243152133544124,鏘,ajhTk9i\-\
341124315325111534,鎭,ajhT7ve8
3411243153353334333,鏐,ajhTcca///
3411243154154134333,鏐,ajhTcca///
3411243154251,鈶,ajhTdo
3411243154545454,錣,ajhTxO4xO4
3411243155122511134,鏆,ajhTvv+e8
3411243155124134,錄,ajhTvv-l3
3411243155212511134,鏆,ajhTvv+e8
34112431554234121251,鐑,ajhTvd3T+-o
34112431554444121251,鐑,ajhTvd3T+-o
34112431554554134534,鐖,ajhT226-x\a
34112431554554134543,鐖,ajhT226-x\a
341131354,叛,8128r4
3411322,判,8128ll
341133354,叛,8128r4
3411341353334,豢,8iia-e
34113425111,眷,8iiae
3411344454,送,\z8-q
341134454,送,\z8-q
3411344554,送,\z8-q
34113455,卷,8iiavv
341134554234,絭,8iia⿽vdw
341154,会,aiid
34115422,刽,aiidll
34115452,郐,aiidzl
341154552,郐,aiidzl
341234,杀,xm
341234112154,弑,xm-vi--
34123422,刹,xmll
3412342511251134,閷,xminTa
34123442511251134,閷,xminTa
3412352511251134,閷,xminTa
34123542511251134,閷,xminTa
341251,合,a-o
341251122,俞,a-gll
3412511222535,觎,a-gllna
3412511223115,毹,a-gll/-7
3412511224454,逾,\za-gll
341251122454,逾,\za-gll
3412511224544,愈,a-gll/v\\
3412511224554,逾,\za-gll
341251125351125221,盫,𨠭nh
341251132511134,頜,a-ore8
341251132534,颌,a-ore8
34125113534,龛,a-ok2
3412511553115,毹,a-gll/-7
3412511554454,逾,\za-gll
341251155454,逾,\za-gll
3412511554544,愈,a-gll/v\\
3412511554554,逾,\za-gll
34125125125125122,龠,a-ooonh
34125125125125122151532511,龤,a-ooonh77/b
34125125125125122153532511,龤,a-ooonh77/b
34125125125125122155332511,龤,a-ooonh77/b
3412512512512512231234,龢,a-ooonh/m
34125125125125122353532511,龤,a-ooonh77/b
34125125125125122535332511,龤,a-ooonh77/b
3412512513434132511134,顩,a-ooaare8
34125125221,盒,a-onh
34125132511154444,鴿,a-oniv-T
34125135451,鸽,a-oniv-
3412515335333534,歙,a-occ9a
3412515415413534,歙,a-occ9a
341251552,郃,a-ozl
341252431251152,鄶,a-247zl
3412524312511552,鄶,a-247zl
341253511,酋,8-4-
341253511124,尊,8-4--\
34125351112432511154444,鷷,8-4--\niv-T
3412535111244454,遵,\z8-4--\
341253511124454,遵,\z8-4--\
3412535111244554,遵,\z8-4--\
341253511134,奠,8-4-q
3412535111344,猷,8-4-q\
3412535114454,遒,\z8-4-
341253511454,遒,\z8-4-
3412535114554,遒,\z8-4-
3412544553115,毹,a-gll/-7
3412544554454,逾,\za-gll
341254455454,逾,\za-gll
3412544554544,愈,a-gll/v\\
3412544554554,逾,\za-gll
34132511,肴,xxg
3413252,希,xxOnl
34132523534,欷,xxOnl9a
341325252,郗,xxOnlzl
3413252552,郗,xxOnlzl
34133511,肴,xxg
34133541,肴,xxg
34134,乏,/\v\
3413425221,益,h8nh
34134252212522135251214,蠲,h8nhnh𠣜
341342522132511154444,鷁,h8nhniv-T
341351122,俞,a-gll
3413511222535,觎,a-gllna
3413511223115,毹,a-gll/-7
3413511224454,逾,\za-gll
341351122454,逾,\za-gll
3413511224544,愈,a-gll/v\\
3413511224554,逾,\za-gll
3413511553115,毹,a-gll/-7
3413511554454,逾,\za-gll
341351155454,逾,\za-gll
3413511554544,愈,a-gll/v\\
3413511554554,逾,\za-gll
3413533344454,遂,\z8-e
341353334454,遂,\z8-e
3413533344554,遂,\z8-e
3413544553115,毹,a-gll/-7
3413544554454,逾,\za-gll
341354455454,逾,\za-gll
3413544554544,愈,a-gll/v\\
3413544554554,逾,\za-gll
341354552,郄,xxOdzl
3414431,佥,a-\\/-
341443122,剑,a-\\/-ll
34144313134,敛,a-\\/-ax
341511211112,飦,aicw-+
3415112111121,飪,aicw/+-
341511211112251,餂,aicw/+o
34151121112111534,餦,aicwl-iiiv\/
341511211121121121135,饒,aicwttt-a
341511211121234,餀,aicwhx
341511211121451251431,饐,aicw+-n-oh
341511211122111,餌,aicwr3l
34151121112234,餀,aicwhx
341511211122513511,餬,aicw+og
341511211122513541,餬,aicw+og
3415112111251124,餔,aicw+\g
3415112111251234,餗,aicwmo
3415112111251431,餖,aicw-oh
3415112111354,飯,aicwr4
3415112111525,飩,aicw-uv
34151121121111534,餦,aicwl-iiiv\/
341511211211234,餀,aicwhx
34151121125111,飷,aicwg-
34151121125111212112,饆,aicwo+h-+
34151121125112112112,饆,aicwo+h-+
34151121125112522154,饅,aicwbnh4
34151121125121122112,饆,aicwo+h-+
341511211251211534,餵,aicwo+-v\/
341511211251212511134,饋,aicwol-e8
341511211251214,蝕,aicwod
341511211251251,餇,aicwn-o
3415112113115431234,餼,aicwa-v8m
3415112113121,飪,aicw/+-
3415112113121353121352511134,饡,aicw163a163ae8
3415112113121534,餓,aicw/fx\
3415112113121543,餓,aicw/fx\
341511211312251,餂,aicw/+o
34151121131252,飾,aicwanl
3415112113153,飭,aicwav/
341511211321121,餁,aicwa/+-
341511211323121,餁,aicwa/+-
341511211325131134,餱,aicwav-aq
341511211325251,餉,aicw/no
3415112113344531,餒,aicw/\\/y
3415112113354,飯,aicwr4
3415112113411234,餘,aicwa-m
34151121134132511,餚,aicwxxg
34151121134133511,餚,aicwxxg
34151121134133541,餚,aicwxxg
341511211341534,餆,aicwa88
3415112113443531,餒,aicw/\\/y
34151121135,飢,aicw/v
3415112113525,飩,aicw-uv
3415112113534,飮,a-l⿼c---9a
34151121135515,飽,aicw9Ovc
34151121141121,飳,aicw\j-
3415112114124,飰,aicwiif
34151121141251251112213534,饟,aicwiioo-h-/w
3415112114125251125111,饘,aicwiioOob-
3415112114131234123413251,饝,aicw\rmmro
3415112114131235123513251,饝,aicw\rmmro
341511211413434,餃,aicwii8x
341511211431132,餅,aicw8-h
34151121144525151,館,aicw\nlcc
34151121144551251,館,aicw\nlcc
34151121151251,飼,aicwv-o
341511211554554134534,饑,aicw226-x\a
341511211554554134543,饑,aicw226-x\a
3415112234,兼,hch8
34151154112,飦,aicw-+
341511541121,飪,aicw/+-
34151154112251,餂,aicw/+o
3415115412111534,餦,aicwl-iiiv\/
34151154121121121135,饒,aicwttt-a
34151154121234,餀,aicwhx
34151154121451251431,饐,aicw+-n-oh
34151154122111,餌,aicwr3l
3415115412234,餀,aicwhx
34151154122513511,餬,aicw+og
34151154122513541,餬,aicw+og
341511541251124,餔,aicw+\g
341511541251234,餗,aicwmo
341511541251431,餖,aicw-oh
341511541354,飯,aicwr4
341511541525,飩,aicw-uv
3415115421111534,餦,aicwl-iiiv\/
34151154211234,餀,aicwhx
3415115425111,飷,aicwg-
3415115425111212112,饆,aicwo+h-+
3415115425112112112,饆,aicwo+h-+
3415115425112522154,饅,aicwbnh4
3415115425121122112,饆,aicwo+h-+
34151154251211534,餵,aicwo+-v\/
34151154251212511134,饋,aicwol-e8
34151154251214,蝕,aicwod
34151154251251,餇,aicwn-o
341511543115431234,餼,aicwa-v8m
341511543121,飪,aicw/+-
341511543121353121352511134,饡,aicw163a163ae8
341511543121534,餓,aicw/fx\
341511543121543,餓,aicw/fx\
34151154312251,餂,aicw/+o
3415115431252,飾,aicwanl
341511543153,飭,aicwav/
34151154321121,餁,aicwa/+-
34151154323121,餁,aicwa/+-
34151154325131134,餱,aicwav-aq
34151154325251,餉,aicw/no
341511543344531,餒,aicw/\\/y
341511543354,飯,aicwr4
341511543411234,餘,aicwa-m
3415115434132511,餚,aicwxxg
3415115434133511,餚,aicwxxg
3415115434133541,餚,aicwxxg
34151154341534,餆,aicwa88
341511543443531,餒,aicw/\\/y
3415115435,飢,aicw/v
341511543525,飩,aicw-uv
341511543534,飲,aicw9a
3415115435515,飽,aicw9Ovc
3415115441121,飳,aicw\j-
341511544124,飰,aicwiif
3415115441251251112213534,饟,aicwiioo-h-/w
341511544125251125111,饘,aicwiioOob-
341511544131234123413251,饝,aicw\rmmro
341511544131235123513251,饝,aicw\rmmro
34151154413434,餃,aicwii8x
34151154431132,餅,aicw8-h
3415115444525151,館,aicw\nlcc
3415115444551251,館,aicw\nlcc
3415115451251,飼,aicwv-o
34151154554554134534,饑,aicw226-x\a
34151154554554134543,饑,aicw226-x\a
3415125351125221,盦,aiv-4-nh
34151253511414312511,韽,aiv-4-iihb
34152,令,aid
3415212154,瓴,aid-vv\
34152132511134,領,aidre8
341521554,瓴,aid-vv\
3415251,含,aivo
34152511134,貪,aive8
3415251132511134,頷,aivore8
34152533533,翎,aidcc
34152541541,翎,aidcc
341534,兆,a88
3415341212514311254,鼗,a88+-oh+4
341534132511134,頫,a88re8
34153432511154444,鴵,a88niv-T
3415344454,逃,\za88
341534454,逃,\za88
3415344554,逃,\za88
34154,令,aid
3415412154,瓴,aid-vv\
34154132511134,領,aidre8
3415413534,衾,aivii/w
341541554,瓴,aid-vv\
34154533533,翎,aidcc
34154541541,翎,aidcc
34154544,念,aiv/v\\
342,个,al
342121,企,af2
3422,刈,xll
34252343134,敝,8nl8ax
34252343134132,弊,8nl8axh
3425234313425111,瞥,8nl8axe
342523431342511251211511,鼈,8nl8axorvT
342523431342511521211511,鼈,8nl8axorvT
342523431342512134,蹩,8nl8axofa
3425234313432511154444,鷩,8nl8axniv-T
3425234313435251214444,鱉,8nl8ax9u-T
342523431344544,憋,8nl8ax/v\\
342524312511,曾,8247
34252431251112154,甑,8247-vv\
3425243125111554,甑,8247-vv\
34252431251152,鄫,8247zl
342524312511552,鄫,8247zl
34253434,肏,/\g
34312,乎,/-8
3431234,釆,/8m
34312342512132511154444,鷭,/8mo+niv-T
34312342512152,鄱,/8mo+zl
343123425121533533,翻,/8mo+cc
343123425121541541,翻,/8mo+cc
343123425121552,鄱,/8mo+zl
34312342522112143112,釋,/8mnht8-+
34312344544,悉,/8m/v\\
343123454112,释,/8m4128
3432,介,a/l
3432511154444,鳰,/\niv-T
34341,丛,aa-
3434121,坐,taa
34341211121111534,韱,⿽-x\aa3ll3-
34341211121111543,韱,⿽-x\aa3ll3-
3434122111,耸,aar3l
343412341234134,樊,mxxmq
343412341234134251214,蠜,mxxmqod
3434123412341343112,攀,mxxmq/j
3434251,谷,8ao
34342512511,谻,8aov128
34342513344554134,豀,8ao/\\/𡗞
34342513415251,谽,8aoaivo
34342513443554134,豀,8ao/\\/𡗞
34342513445251,谽,8aoaivo
34342513511,谻,8aov128
34342513534,欲,8ao9a
343425135451,鹆,8aoniv-
34342515112,谻,8aov128
343425153353334333,豂,8aocca///
343425154154134333,豂,8aocca///
3434251552,郤,8aozl
34343211511452511135,覺,r2cnxxea
343432115114532511154444,鷽,r2cnxxniv-T
34343312,斧,8xrr
343434,众,aaa
3434354354,爹,8x9i9i
34344544,怂,aa/v\\
343452,爷,8xvl
34345215,爸,8xvcl
3441345225214,禽,aiiuxnd
344134522554,禽,aiiuxnd
344311354,爰,/\\/-xO4
34431135432511154444,鶢,/\\/-xO4niv-T
344312,伞,a8+
3443123425121,釉,/8mnt
34431234333,彩,/\\/m///
3443123453353332411121,糴,/\8mcca2f-
3443123454154132411121,糴,/\8mcca2f-
344312421531535,虢,/\\/-\fr7a
34432511135,覓,/\\/ea
344325221511211124,爵,/\\/nhv⿼c-\-\
34432522151154124,爵,/\\/nhv⿼c-\-\
34432535,觅,/\\/na
34433112523534,飖,/\\/a+u/vx
344331125235451,鹞,/\\/a+univ-
34433112523554234,繇,/\\/a+u/⿽vdw
34433112524454,遥,\z/\\/a+u
3443311252454,遥,\z/\\/a+u
34433112524554,遥,\z/\\/a+u
3443321511,舀,/\\/r-c
344335554444552,鄬,/\\//vvv/\\\zl
3443451354,爱,/\\/nxO4
344345354152,舜,/\\/n9i+v
34434554,受,/\\/n4
3443521,孚,/\\/z-
34435215,乳,/\\/z-v
344352152,郛,/\\/z-zl
3443521552,郛,/\\/z-zl
3443531,妥,/\\/y
344353312122511134,貘,/2/q\hbq
3443533121225121,貓,/2/q\ho+
3443533121225125132411121,貛,/2/q\hooa2f-
3443533122125125132411121,貛,/2/q\hooa2f-
34435331222511134,貘,/2/q\hbq
344353312225121,貓,/2/q\ho+
344353312225125132411121,貛,/2/q\hooa2f-
3443533123,豺,/2/q\-/
344353312512512515,貙,/2/q\cOooo
3443533132511,貊,/2/q\-/b
344353321122511134,貘,/2/q\hbq
3443533211225121,貓,/2/q\ho+
3443533211225125132411121,貛,/2/q\hooa2f-
34435332511112,貋,/2/q\b-+
34435332511121,貍,/2/q\o+t
3443533251115154,貑,/2/q\lc--c4
344353325112512531,貗,/2/q\o-oly
3443533321234,貅,/2/q\am
344353332151135,貎,/2/q\r-ca
344353332511312,貏,/2/q\/b/+
34435333251135,貌,/2/q\/ba
344353332511354454,邈,\z/2/q\/ba
34435333251135454,邈,\z/2/q\/ba
344353332511354554,邈,\z/2/q\/ba
34435333253411515,貔,/2/q\/oOx77
34435333253411535,貔,/2/q\/oOx77
34435333253411553,貔,/2/q\/oOx77
34435333253413535,貔,/2/q\/oOx77
34435333253415353,貔,/2/q\/oOx77
3443533341251122,貐,/2/q\a-gll
3443533341251155,貐,/2/q\a-gll
3443533341254455,貐,/2/q\a-gll
3443533341351122,貐,/2/q\a-gll
3443533341351155,貐,/2/q\a-gll
3443533341354455,貐,/2/q\a-gll
3443533351,豹,/2/q\9O\
3443533354,豹,/2/q\9O\
3443533354251,貉,/2/q\9\o
3443533512115154,貑,/2/q\lc--c4
344353353251,貂,/2/q\vio
3443542554544143112,辭,/\\/dnd4iih+
3443554134,奚,/\\/𡗞
344355413432411121,雞,/\\/𡗞a2f-
34435541343434251,谿,/\\/𡗞8ao
3444445215,鬯,ux\\\\7
3444445235,鬯,ux\\\\7
3444445253,鬯,ux\\\\7
344454,込,\z/\
3445,今,aiv
344511211112,飦,aicw-+
3445112111121,飪,aicw/+-
344511211112251,餂,aicw/+o
34451121112111534,餦,aicwl-iiiv\/
344511211121121121135,饒,aicwttt-a
344511211121234,餀,aicwhx
344511211121451251431,饐,aicw+-n-oh
344511211122111,餌,aicwr3l
34451121112234,餀,aicwhx
344511211122513511,餬,aicw+og
344511211122513541,餬,aicw+og
3445112111251124,餔,aicw+\g
3445112111251234,餗,aicwmo
3445112111251431,餖,aicw-oh
3445112111354,飯,aicwr4
3445112111525,飩,aicw-uv
34451121121111534,餦,aicwl-iiiv\/
344511211211234,餀,aicwhx
34451121125111,飷,aicwg-
34451121125111212112,饆,aicwo+h-+
34451121125112112112,饆,aicwo+h-+
34451121125112522154,饅,aicwbnh4
34451121125121122112,饆,aicwo+h-+
344511211251211534,餵,aicwo+-v\/
344511211251212511134,饋,aicwol-e8
344511211251214,蝕,aicwod
344511211251251,餇,aicwn-o
3445112113115431234,餼,aicwa-v8m
3445112113121,飪,aicw/+-
3445112113121353121352511134,饡,aicw163a163ae8
3445112113121534,餓,aicw/fx\
3445112113121543,餓,aicw/fx\
344511211312251,餂,aicw/+o
34451121131252,飾,aicwanl
3445112113153,飭,aicwav/
344511211321121,餁,aicwa/+-
344511211323121,餁,aicwa/+-
344511211325131134,餱,aicwav-aq
344511211325251,餉,aicw/no
3445112113344531,餒,aicw/\\/y
3445112113354,飯,aicwr4
3445112113411234,餘,aicwa-m
34451121134132511,餚,aicwxxg
34451121134133511,餚,aicwxxg
34451121134133541,餚,aicwxxg
344511211341534,餆,aicwa88
3445112113443531,餒,aicw/\\/y
34451121135,飢,aicw/v
3445112113525,飩,aicw-uv
3445112113534,飮,a-l⿼c---9a
34451121135515,飽,aicw9Ovc
34451121141121,飳,aicw\j-
3445112114124,飰,aicwiif
34451121141251251112213534,饟,aicwiioo-h-/w
3445112114125251125111,饘,aicwiioOob-
3445112114131234123413251,饝,aicw\rmmro
3445112114131235123513251,饝,aicw\rmmro
344511211413434,餃,aicwii8x
344511211431132,餅,aicw8-h
