stroke_sequence,character,encoding
3213121,佐,axO--
32132511,佰,a-/b
3213251111,值,a+n-iii
32133511,侑,axg
32134115,侉,aq--v
3213412512,倚,aq-lo
3213425115,俺,aqbv
32134432511234,僚,aq8bw
321345,伛,acOx
32135422,例,a-9ill
32143134,侠,aqh
32143342511234,僚,aq8bw
3214521111132522,儒,a-nl4rnll
3214524134132522,儒,a-nl4rnll
3214524444132522,儒,a-nl4rnll
3215111312,舁,r-ch
321511132,舁,r-ch
321511154444,舃,r-cv-/\\\
3215112512153,舅,r-co+v/
321511254,叟,alalh-oiiaa2f-oll3
32151134,臾,r-ca
321511354444,舄,r-c9O/\\\
3215115115115,鼠,r-cviiviiv
321511511511511212511,鼱,r-cviiviivj-g
321511511511511212521,鼱,r-cviiviivj-g
321511511511511213511,鼱,r-cviiviivj-g
32151151151151251251,鼯,r-cviiviiv5o
321511511511513251,鼫,r-cviiviivro
321511511511513344,鼥,r-cviiviivxO4\
321511511511513544,鼥,r-cviiviivxO4\
32151151151151521251,鼯,r-cviiviiv5o
32151151151152511134,鼰,r-cviiviive8
32151151151152511445531,鼹,r-cviiviivb\ny
321511511511525121,鼬,r-cviiviivnt
321511511511531121,鼪,r-cviiviivat
3215115115115312154,鼮,r-cviiviivz\/t
32151151151153121554,鼮,r-cviiviivz\/t
32151151151153321531535,鼶,r-cviiviivrfr7a
32151151151153344554134,鼷,r-cviiviiv/\\/𡗞
32151151151153443554134,鼷,r-cviiviiv/\\/𡗞
32151151151153453,鼢,r-cviiviiv8vi
321511511511535251,鼩,r-cviiviiv9Oo
32151151151154134,鼤,r-cviiviiviix
3215115445445,鼠,r-cviiviiv
321511544544511212511,鼱,r-cviiviivj-g
321511544544511212521,鼱,r-cviiviivj-g
321511544544511213511,鼱,r-cviiviivj-g
32151154454451251251,鼯,r-cviiviiv5o
321511544544513251,鼫,r-cviiviivro
321511544544513344,鼥,r-cviiviivxO4\
321511544544513544,鼥,r-cviiviivxO4\
32151154454451521251,鼯,r-cviiviiv5o
32151154454452511134,鼰,r-cviiviive8
32151154454452511445531,鼹,r-cviiviivb\ny
321511544544525121,鼬,r-cviiviivnt
321511544544531121,鼪,r-cviiviivat
3215115445445312154,鼮,r-cviiviivz\/t
32151154454453121554,鼮,r-cviiviivz\/t
32151154454453321531535,鼶,r-cviiviivrfr7a
32151154454453344554134,鼷,r-cviiviiv/\\/𡗞
32151154454453443554134,鼷,r-cviiviiv/\\/𡗞
32151154454453453,鼢,r-cviiviiv8vi
321511544544535251,鼩,r-cviiviiv9Oo
32151154454454134,鼤,r-cviiviiviix
3215122151234,牒,kh-vm
321512544134,牍,k+v⿽iiq
32151325122,偏,aic/nh
3215132534,倾,a7re8
32151354,版,kr4
321515131251124,牖,k\c/+\g
32151532511,偕,a77/b
321521,伍,a5
321523,伢,av-l/
32152511134,貨,av/e8
32153135,侥,a/-v-a
321532511312,牌,k/b/+
321533511251124,牖,k\c/+\g
32153354,版,kr4
321534,伐,a-x\
321534121,垡,a-x\t
321535,仳,a77
32153515352511,僭,akDkDb
32153532511,偕,a77/b
32154,代,a-vi
3215412122,倒,a-dtll
321542511134,貸,a-vie8
321542534,贷,a-vie8
32154254311214444,黛,a-vi4t4
321543,伐,a-x\
321543121,垡,a-x\t
32154413534,袋,a-viii/w
321545131251124,牖,k\c/+\g
321553,仳,a77
32155332511,偕,a77/b
321554251214,蜑,z\/fvod
3215554,延,z\/fv
3215554251214,蜑,z\/fvod
322,川,/ll
3221112111,俳,a3ll3
32211213251,偌,ahxOo
322112352513134,儆,ah9Ooax
3221124,佧,af-f
3221251112,倬,afb+
32212534,侦,afe8
322132511134,順,/llre8
322132534,顺,/llre8
3221434,似,av\a
3223134,攸,alax
32231341344,倏,al9\q\
32231342512134,跾,alaxofa
3223134333,修,al9\///
32231343511,脩,alaxg
322313435251214444,鯈,alax9u-T
32231343541,脩,alaxg
32231344544,悠,alax/v\\
3223134533533,翛,al9\cc
3223134541541,翛,al9\cc
3223134554234,絛,al9\⿽vdw
322342511,俏,awg
3223425251,倘,awno
322343511,俏,awg
322343541,俏,awg
322354122125112,鞗,al9\h-o+
3223541344,倏,al9\q\
322354333,修,al9\///
3223543511,脩,alaxg
32235435251214444,鯈,alax9u-T
3223543541,脩,alaxg
322354533533,翛,al9\cc
322354541541,翛,al9\cc
322354554234,絛,al9\⿽vdw
3224,仆,af
322432511,俏,awg
3224325251,倘,awno
322433511,俏,awg
322433541,俏,awg
32243451154,偿,awniid
322434525135,傥,awnoa
32245,们,ain
3225111234,倮,abm
322511134,俣,ao-q
32251115154,假,alc--c4
3225112,伸,abl
322511234,保,aom
322511234121,堡,aomt
3225112342511134,賲,aome8
3225112344334,煲,aomq
32251125214,偶,abnd
3225112554,偶,abnd
32251135345,偈,ab9Ova
322512,仲,aol
322512115,俜,ant-v
32251211534,偎,ao+-v\/
32251212512125121,儡,ao+o+o+
322512134,促,aofa
32251325,侃,ao-
32252,仙,alu
322522112513234,儇,anh--o/w
322522112513534,儇,anh--o/w
3225232411121,催,alua2f-
32253422,侧,ae8ll
3231112111,俳,a3ll3
3231134,佚,a/iia
32312,仟,a/+
323121,任,a/+-
3231212534,赁,a/+-e8
32312132511154444,鵀,a/+-niv-T
3231214544,恁,a/+-/v\\
323121534,俄,a/fx\
323121543,俄,a/fx\
323123422,俐,a/mll
3231234531,倭,a/my
32313432,侨,a/q/l
323153,伤,aav/
323154,伥,av-\/ or v-/\
323155414,侮,aavv3
323155441,侮,aavv3
3232151135,倪,ar-ca
32324111214444,僬,aa2f-/\\\
3232511,伯,a/b
3232511312,俾,a/b/+
32325113554,傀,a/o+ad
323251213554,傀,a/o+ad
3232534134354,傻,a243
3232534135354,傻,a243
323344521,俘,a/\\/z-
32335125122,偏,aic/nh
3234112,伴,a8128
3234113455,倦,a8iiavv
32341154,侩,aaiid
32341251122,偷,aa-gll
32341351122,偷,aa-gll
323414431,俭,aa-\\/-
3234152,伶,aaid
32341534,佻,aa88
3234154,伶,aaid
32342511,佾,a8g
32342524312511,僧,a8247
323432,价,aa/l
323434251,俗,a8ao
323435,伦,aa7
32343511,佾,a8g
32343541,佾,a8g
32344,仪,ax\
323443521,俘,a/\\/z-
3234454,伶,aaid
323455,伧,aavv
3235112,佣,an128
3235112251,倜,anto
3235121251,倜,anto
32351252,佩,a𫥞
323513341111251,儋,a9r84o
323513344111251,儋,a9r84o
323513351111251,儋,a9r84o
323513354111251,儋,a9r84o
3235151,低,arx\
3235154,低,arx\
3235234,你,a9w
32352344544,您,a9w/v\\
3235251,佝,a9Oo
3235251353334,像,a9oe
32352521353334,像,a9oe
32352534,货,av/e8
32352534353334,像,a9oe
32353344544,偬,a9O//\/v\\
323535,仳,a77
32353532511,偕,a77/b
3235415411234,傺,a9i\\v2w
32354354,侈,a9i9i
3235441,佟,a9\ii
3235444,佟,a9\ii
3235445411234,傺,a9i\\v2w
323552,仰,a/vvl
3241112112,隼,a2f-+
324111211234,集,a2f-m
32411121132511134,顀,a2f-re8
32411121251,售,a2f-o
3241112125125,雋,a2f-l㇅lv
324111212525,雋,a2f-l㇅lv
3241112132411121,雔,a2f-a2f-
324111213241112154,雙,a2f-a2f-4
3241112135,隽,a2f-v/
324111214444,焦,a2f-/\\\
32411121444422,劁,a2f-/\\\ll
32411121444435451,鹪,a2f-/\\\niv-
324111214454,進,\za2f-
324111214532411121,雠,a2f-a2f-4o
32411121454,進,\za2f-
324111214554,進,\za2f-
3241112153,隽,a2f-v/
3241112154,隻,a2f-4
324111251,信,a4o
3241121,住,a\j-
32412512341354,僦,aiiowk\
32412514512,停,aiion-l
3241332124,俯,a\ra-\
32413432,侪,aiix/l
32413434,佼,aii8x
3241431,位,aiih
3241431251,倍,aiiho
32414312511121,僮,aiiho+t
324143454135,傍,aii8n2p
324143454153,傍,aii8n2p
324153,仿,a2p
32425,们,ain
32431112,佯,ah128
3243112,伴,a8128
3243113455,倦,a8iiavv
32431234531,偻,a8my
32432524312511,僧,a8247
324334,伙,aq
32434,仪,ax\
324354,伪,a⿽\v/\
324451,伫,a\n-
3244525151,倌,a\nlcc
324453212134,傧,a\nrr-8
3244534121,倥,a\n8--
3244535,佗,a\n7
3244535121,倥,a\n8--
3244551251,倌,a\nlcc
3244553,佗,a\n7
324512132511,储,a4o/tb
32451325122,偏,aic/nh
32453534,侬,an/w
325,亿,a9
32511,白,/b
325111,自,/e
325111111112,臯,/e+
32511111111232511154444,鷱,/e+niv-T
32511111535,既,v⿼c-\rvv
325111121,皇,/bj-
3251111214454,遑,\z/bj-
325111121454,遑,\z/bj-
3251111214554,遑,\z/bj-
3251111254,健,az\c-f
32511112554,健,az\c-f
3251111344,臭,/eq\
3251112111112,臯,/e+
325111211111232511154444,鷱,/e+niv-T
3251112413412,臯,/e+
325111241341232511154444,鷱,/e+niv-T
32511125121132,鼻,/eo+hD
32511125121132112,鼾,/eo+hD-+
32511125121132123425111,齄,/eo+hDmb-
3251112512113222,劓,/eo+hDll
3251112512113235251,齁,/eo+hD9Oo
325111312111534,躼,/e/l-iiiv\/
325111312151211251124,軇,/e/+-v---o-\
3251113124,射,/e/-\
325111312512512515,軀,/e/cOooo
3251113133232411121,軅,/e/raa2f-
32511131345,躯,/e/cOx
325111321111534,躼,/e/l-iiiv\/
325111323425251,躺,/e/wno
325111323434,臮,/eaaa
325111324325251,躺,/e/wno
325111325111234,躶,/e/bm
32511132512211251431,軆,/e/bll-oh
3251113251251251112,軃,/e/oob+
3251113412,皋,/bq+
3251113412533533,翱,/bq+cc
3251113412541541,翱,/bq+cc
325111341332324111214544,軈,/e/\raa2f-/v\\
325111341351124134,躿,/e/\rc-l3
325111344511213112522511134,軉,/e/\nj-a+ue8
325111344534121,躻,/e/\n8--
325111344535121,躻,/e/\n8--
3251113515,躬,/e/cv
3251113531234,躱,/e/v/m
325111354,皈,/br4
325111413412,臯,/e+
32511141341232511154444,鷱,/e+niv-T
325111445342514454,邉,\z/e\n8o
32511144534251454,邉,\z/e\n8o
325111445342514554,邉,\z/e\n8o
3251114453441354454,邊,\z/e\n82p
325111445344135454,邊,\z/e\n82p
3251114453441354554,邊,\z/e\n82p
3251114453441534454,邊,\z/e\n82p
325111445344153454,邊,\z/e\n82p
3251114453441534554,邊,\z/e\n82p
325111445352514454,邉,\z/e\n8o
32511144535251454,邉,\z/e\n8o
325111445352514554,邉,\z/e\n8o
3251114453541354454,邊,\z/e\n82p
325111445354135454,邊,\z/e\n82p
3251114453541354554,邊,\z/e\n82p
3251114453541534454,邊,\z/e\n82p
325111445354153454,邊,\z/e\n82p
3251114453541534554,邊,\z/e\n82p
3251114544,息,/e/v\\
3251115123452,鄡,-niv-T/\\\mzl
32511151234552,鄡,-niv-T/\\\mzl
32511152,郋,/ezl
3251115444432151135,鶃,niv-Tr-ca
325111544443251511252,鶳,niv-T/lcc-ni
32511154444354251,鴼,niv-T9\o
3251115444444534,鴥,niv-T\n8
325111544445134,鴃,niv-Tvq
32511252,帛,/bnl
325112523554234,緜,/bnl/⿽vdw
32511252515,皑,/bluv-v
325112534,泉,/bl3
32511255115115341,龜,9n-vf⿼cx⿼c-⿼c-
325112555151134,龜,9n-vf⿼cx⿼c-⿼c-
325113,伊,acxO
325113112251,皓,/b163o
32511312,卑,/b/+
325113121251,皓,/b163o
3251131235451,鹎,/b/+niv-T
3251131252,郫,/b/+zl
32511312552,郫,/b/+zl
32511325113554,魄,/b/o+ad
325113251213554,魄,/b/o+ad
325113354,皈,/br4
32511343123425121,皤,/b/8mo+
32511351,的,/b9O\
32511354,的,/b9O\
325113554,鬼,/o+ad
32511355411234,魅,/o+adim
3251135541253434,魉,/o+ad-naa
32511355413344,魃,/o+adxO4\
32511355413544,魃,/o+adxO4\
32511355415534,魆,/o+adv-x\
32511355415543,魆,/o+adv-x\
32511355421531522431,魖,/o+adfr7h-
325113554215315225211,魖,/o+adfr7h-
3251135542342511,魈,/o+adwg
3251135542343511,魈,/o+adwg
3251135542343541,魈,/o+adwg
3251135542432511,魈,/o+adwg
3251135542433511,魈,/o+adwg
3251135542433541,魈,/o+adwg
32511355425431415,魍,/o+adnhiiv
32511355432411121,魋,/o+ada2f-
3251135543312,鬿,/o+adrr
325113554333,鬽,/o+ad///
32511355441345225214,魑,/o+adiiuxnd
3251135544134522554,魑,/o+adiiuxnd
3251135544412,魁,/o+ad⿽-lii
32511413434,皎,/bii8x
3251141353134,敫,/b2pax
32511413531344454,邀,\z/b2pax
3251141353134454,邀,\z/b2pax
32511413531344554,邀,\z/b2pax
3251141533134,敫,/b2pax
32511415331344454,邀,\z/b2pax
3251141533134454,邀,\z/b2pax
32511415331344554,邀,\z/b2pax
325114451135,皖,/b\n--a
325114454,迫,\z/b
32511454,迫,\z/b
32511525115115341,龜,9n-vf⿼cx⿼c-⿼c-
325115255151134,龜,9n-vf⿼cx⿼c-⿼c-
32512115154,假,alc--c4
3251213554,鬼,/o+ad
325121355411234,魅,/o+adim
325121355413344,魃,/o+adxO4\
325121355413544,魃,/o+adxO4\
325121355415534,魆,/o+adv-x\
325121355415543,魆,/o+adv-x\
325121355421531522431,魖,/o+adfr7h-
3251213554215315225211,魖,/o+adfr7h-
32512135542342511,魈,/o+adwg
32512135542343511,魈,/o+adwg
32512135542343541,魈,/o+adwg
32512135542432511,魈,/o+adwg
32512135542433511,魈,/o+adwg
32512135542433541,魈,/o+adwg
325121355425431415,魍,/o+adnhiiv
325121355432411121,魋,/o+ada2f-
32512135543312,鬿,/o+adrr
3251213554333,鬽,/o+ad///
325121355441345225214,魑,/o+adiiuxnd
32512135544134522554,魑,/o+adiiuxnd
32512135544412,魁,/o+ad⿽-lii
325125214,禹,/ond
32512554,禹,/ond
325131134,侯,av-aq
3251312251,倨,ac/+o
3251315,伲,ac/7
325132514143112,僻,ac/oiih+
3251325252,倔,ac/ulu
3251335,伲,ac/7
3251352252,倔,ac/ulu
3251353,伲,ac/7
32515112,阜,/lcc+
32515132511154444,鴭,/lccniv-T
3251514454,追,\z/lcc
325151454,追,\z/lcc
3251514554,追,\z/lcc
3251532,佛,a/lcv
32521,仔,az-
325221,血,/nh
32522112143112,睾,/nht8-+
32522134112,衅,/nh8128
32522143112,衅,/nh8128
3252215121,衄,/nhc+
3252215211,衄,/nhc+
325221534,衂,/nhvi\
32525,他,avvl
325251,向,/no
32532534,货,av/e8
325341,囟,/oOx
3253431234115,粵,/n/8m--v
325353,仳,a77
32535332511,偕,a77/b
3253541,囱,/oO/v\
325425112,俑,adn128
32543112,侔,ada+
325431134,俟,adaq
325431234115,粤,/𡇒-v
325431234134,奥,/n8mq
325432411121,傩,a4a2f-
325434,似,av\a
325434354,俊,ad89\
325435354,俊,ad89\
33112524454,逓,\zr--nl
3311252454,逓,\zr--nl
33112524554,逓,\zr--nl
3312132511134,頎,rrre8
3312132534,颀,rrre8
331225111,盾,r+e
33122511113344,瞂,r+exO4\
33122511113544,瞂,r+exO4\
3312251114454,遁,\zr+e
331225111454,遁,\zr+e
3312251114554,遁,\zr+e
33122534,质,r+e8
331233122511134,質,rrrre8
33123534,欣,rr9a
33124,斥,rr\
33124454,近,\zrr
3312454,近,\zrr
33124554,近,\zrr
331251,后,r-o
3312514454,逅,\zr-o
331251454,逅,\zr-o
3312514554,逅,\zr-o
33125152,郈,r-ozl
331251552,郈,r-ozl
331325111,盾,r+e
33132511113344,瞂,r+exO4\
33132511113544,瞂,r+exO4\
3313251114454,遁,\zr+e
331325111454,遁,\zr+e
3313251114554,遁,\zr+e
33132534,质,r+e8
33151122343534,歉,hch89a
33155,卮,r-vv
332112,行,/a--l
33211232511154444,鴴,/a--lniv-T
33211235451,鸻,/a--lniv-
332121121112,街,/a--ltt
332121124,待,/at-\
33212121,征,/a-f2
3321212134,徒,/atfa
332121214544,惩,/a-f2/v\\
332122134112,衖,/a--lh-8
332122522114544,德,/a+nh-/v\\
33212344112,術,/a--lm\
33212354112,術,/a--lm\
3321251251112,衙,/a--l5o
332132522114544,德,/a+nh-/v\\
3321431234,徕,/aim8
3321521251112,衙,/a--l5o
3321531535,虒,rfr7a
332153153532511154444,鷉,rfr7aniv-T
332153153535451,䴘,rfr7aniv-
33215315354454,遞,\zrfr7a
3321531535454,遞,\zrfr7a
33215315354554,遞,\zrfr7a
3321553,彻,/a7vi
33221112111,徘,/a3ll3
33221212134,徙,/af2fa
33223425251,徜,/awno
33224325251,徜,/awno
33225111,徂,/ag-
33225111124,得,/ab--\
332251112511132411121112,衢,/a--leea2f-
332251251112,衕,/a--ln-o
332252111213134,徵,/alu-/tax
33225212543112144443134,黴,/a𪑛
332252131213134,徵,/alu-/tax
3322521353134,微,/a𡵂ax
33225215542343134,徽,/alu/⿽vdwax
33225235542343134,徽,/alu/⿽vdwax
332252511,徊,/aoOo
33231112111,徘,/a3ll3
33231115112,衔,/a--lajh
3323112121112,衘,/a--la+-v
332311212152,御,/aa+-vvl
33231121215211234,禦,/aa+-vvl2w
332311215112,衘,/a--la+-v
33231121552,御,/aa+-vvl
3323112155211234,禦,/aa+-vvl2w
332312511121112,衝,/a--l/+o+t
332325111121,徨,/a/bj-
3323251141353134,徼,/a/b2pax
3323251141533134,徼,/a/b2pax
332331225111,循,/ar+e
332331325111,循,/ar+e
3323411234,徐,/aa-m
33234112431112,銜,/aajhT--l
3323443311252,徭,/a/\\/a+u
332352511,徇,/a9Ob
3323525121134112,衡,/a--l9o+q
33235254,彼,/arlx
3323541311252,徭,/a/\\/a+u
3323544311252,徭,/a/\\/a+u
3324,爪,rl\
33241121,往,/a\j-
3324135,彷,/a2p
3324153,彷,/a2p
33241554112,衒,/a--lii⿽vd
332431112,徉,/ah128
332441112,衍,/a--liii
3324411124544,愆,/a--liii/v\\
33245215,爬,rl\vcl
332511112,律,/ac-f
332511534,很,/ac-w
33252125112521121111251,讏,/a--l𮧮4o
33252125112521122512134,躛,/a--l𮧮ofa
33252125112521124111251,讏,/a--l𮧮4o
332521251152112,衛,/a--lco+v
33253254,彼,/arlx
33254121,径,/av\--
332554354,後,/a⿽vd9\
333132511134,須,///re8
33313251113425221,盨,///re8nh
333132534,须,///re8
333213251,砉,iiilro
3332134,辵,///fa
3332342511135,覛,r/l/\ or r/v\/ea
333253134,契,iiilviq
333253212134341343452,齧,iiilvif2auT
3332534544,恝,iiilvi/v\\
333253554234,絜,iiilvi⿽vdw
3335342511135,覛,r/l/\ or r/v\/ea
334411354,爰,/\\/-xO4
33441135432511154444,鶢,/\\/-xO4niv-T
33441234,采,/\\/m
3344123425121,釉,/8mnt
33441234333,彩,/\\/m///
334412421531535,虢,/\\/-\fr7a
33442511135,覓,/\\/ea
334425221511211124,爵,/\\/nhv⿼c-\-\
33442522151154124,爵,/\\/nhv⿼c-\-\
3344321511,舀,/\\/r-c
334435554444552,鄬,/\\//vvv/\\\zl
3344521,孚,/\\/z-
33445215,乳,/\\/z-v
334452152,郛,/\\/z-zl
3344521552,郛,/\\/z-zl
3344531,妥,/\\/y
3344542554544143112,辭,/\\/dnd4iih+
3344554134,奚,/\\/𡗞
334455413432411121,雞,/\\/𡗞a2f-
33445541343434251,谿,/\\/𡗞8ao
33511344,戾,ic/q\
3351153554,殷,r⿼c-v9x
335121112111,扉,\c/3ll3
3351251,启,\c/o
33512511,肩,ic/g
3351251132511154444,鵳,ic/gniv-T
335125122,扁,ic/nh
3351251224454,遍,\zic/nh
335125122454,遍,\zic/nh
3351251224554,遍,\zic/nh
335125122533533,翩,ic/nhcc
335125122541541,翩,ic/nhcc
33512515215,扈,ic/ov2v
335125251,扃,ic/no
335131112111,扉,\c/3ll3
33513134511112,肇,\c/axc-f
33513134554234,綮,\c/ax⿽vdw
335132411121,雇,\c/a2f-
335132411121132511134,顧,\c/a2f-re8
33513312,所,alalc/alal-ol
33513511,肩,ic/g
3351351132511154444,鵳,ic/gniv-T
33513541,肩,ic/g
3351354132511154444,鵳,ic/gniv-T
33514135,房,ic/2p
33514153,房,ic/2p
33514412,戽,\c/⿽-lii
3351533533,扇,ic/cc
3351541541,扇,ic/cc
3354,反,r4
335414,舟,231ii
335414121,舡,231ii--
33541412123241112154,艧,231iiha2f-4
33541412124511353334,艨,231iihn--e
33541412213241112154,艧,231iiha2f-4
33541412213545252,艜,231iih-annl
3354141223241112154,艧,231iiha2f-4
3354141224511353334,艨,231iihn--e
3354141234341252511,艢,231iitaaoOo
33541412512,舸,231ii-lo
33541412512212511,艚,231ii-bllb
33541412512531125221,艦,231iirlc2a\nh
33541412512531425221,艦,231iirlc2a\nh
335414125351,舾,231ii-4
3354141344,舦,231iiq\
3354141354,舨,231iir4
335414151325122,艑,231iiic/nh
3354141515,舭,231ii77
3354141535,舭,231ii77
335414154325,艈,231iiii228
3354141553,舭,231ii77
33541421123241112154,艧,231iiha2f-4
33541421124511353334,艨,231iihn--e
33541421513,舻,231iifc/
335414215315251153,艣,231iifr7o+v/
3354142153152512125221,艫,231iifr7o+nh
3354142153152512153,艣,231iifr7o+v/
3354142342511,艄,231iiwg
3354142343511,艄,231iiwg
3354142343541,艄,231iiwg
3354142432511,艄,231iiwg
3354142433511,艄,231iiwg
3354142433541,艄,231iiwg
335414251125111,艒,231iibe
3354142512,舯,231iiol
33541425121,舳,231iint
335414252,舢,231iilu
33541425221,盘,231iinh
3354142535,舰,231iina
3354143112251,艁,231ii163o
33541431211,舴,231iialii
3354143121251,艁,231ii163o
335414312154,艇,231iiz\/t
3354143121554,艇,231iiz\/t
335414314314341534,艞,231iialala88
3354143211511254,艘,231iialalh-oiiaa2f-oll3
335414321511254,艘,231iialalh-oiiaa2f-oll3
335414324111213241112154,艭,231iia2f-a2f-4
33541432511,舶,231ii/b
335414325111121,艎,231ii/bj-
33541432511252,艊,231ii/bnl
335414335125122,艑,231iiic/nh
3354143415113251,艙,231iiaic/-o
33541434152,舲,231iiaid
33541434154,舲,231iiaid
335414344,舣,231iix\
3354143445113251,艙,231iiaic/-o
33541434454,舲,231iiaid
335414345234354,艐,231iiux89\
335414345235354,艐,231iiux89\
3354143455,舱,231iiavv
3354143535,舭,231ii77
3354143541112,艂,231ii9\iiil
33541435451,鸼,231iiniv-
335414355413251,磐,231ii9xro
335414355425221,盤,231ii9xnh
335414414312511121,艟,231iiiiho+t
33541441432533543112,艩,231iiiivi8l/v\/iil
33541441432533543211,艩,231iiiivi8l/v\/iil
3354144143454135,艕,231iiii8n2p
3354144143454153,艕,231iiii8n2p
3354144153,舫,231ii2p
3354144154325,艈,231iiii228
33541441554,舷,231iiii⿽vd
335414431113121,艖,231iiht/--
3354144311213121,艖,231iiht/--
3354144311213121534,艤,231iiht/fx\
3354144311213121543,艤,231iiht/fx\
335414431325111,艏,231ii8-/e
335414434,舣,231iix\
33541444535,舵,231ii\n7
33541444553,舵,231ii\n7
3354144511534,艆,231ii\c-w
335414451325122,艑,231iiic/nh
33541451312251,艍,231iic/+o
3354145133115,艉,231iic//-7
33541452125221,艋,231iiz-nh
3354145353,舭,231ii77
335441,舟,231ii
335441121,舡,231ii--
33544112123241112154,艧,231iiha2f-4
33544112124511353334,艨,231iihn--e
33544112213241112154,艧,231iiha2f-4
33544112213545252,艜,231iih-annl
3354411223241112154,艧,231iiha2f-4
3354411224511353334,艨,231iihn--e
3354411234341252511,艢,231iitaaoOo
33544112512,舸,231ii-lo
33544112512212511,艚,231ii-bllb
33544112512531125221,艦,231iirlc2a\nh
33544112512531425221,艦,231iirlc2a\nh
335441125351,舾,231ii-4
3354411344,舦,231iiq\
3354411354,舨,231iir4
335441151325122,艑,231iiic/nh
3354411515,舭,231ii77
3354411535,舭,231ii77
335441154325,艈,231iiii228
3354411553,舭,231ii77
33544121123241112154,艧,231iiha2f-4
33544121124511353334,艨,231iihn--e
33544121513,舻,231iifc/
335441215315251153,艣,231iifr7o+v/
3354412153152512125221,艫,231iifr7o+nh
3354412153152512153,艣,231iifr7o+v/
3354412342511,艄,231iiwg
3354412343511,艄,231iiwg
3354412343541,艄,231iiwg
3354412432511,艄,231iiwg
3354412433511,艄,231iiwg
3354412433541,艄,231iiwg
335441251125111,艒,231iibe
3354412512,舯,231iiol
33544125121,舳,231iint
335441252,舢,231iilu
33544125221,盘,231iinh
3354412535,舰,231iina
3354413112251,艁,231ii163o
33544131211,舴,231iialii
3354413121251,艁,231ii163o
335441312154,艇,231iiz\/t
3354413121554,艇,231iiz\/t
335441314314341534,艞,231iialala88
3354413211511254,艘,231iialalh-oiiaa2f-oll3
335441321511254,艘,231iialalh-oiiaa2f-oll3
335441324111213241112154,艭,231iia2f-a2f-4
33544132511,舶,231ii/b
335441325111121,艎,231ii/bj-
33544132511252,艊,231ii/bnl
335441335125122,艑,231iiic/nh
3354413415113251,艙,231iiaic/-o
33544134152,舲,231iiaid
33544134154,舲,231iiaid
335441344,舣,231iix\
3354413445113251,艙,231iiaic/-o
33544134454,舲,231iiaid
335441345234354,艐,231iiux89\
335441345235354,艐,231iiux89\
3354413455,舱,231iiavv
3354413535,舭,231ii77
3354413541112,艂,231ii9\iiil
33544135451,鸼,231iiniv-
335441355413251,磐,231ii9xro
335441355425221,盤,231ii9xnh
335441414312511121,艟,231iiiiho+t
33544141432533543112,艩,231iiiivi8l/v\/iil
33544141432533543211,艩,231iiiivi8l/v\/iil
3354414143454135,艕,231iiii8n2p
3354414143454153,艕,231iiii8n2p
3354414153,舫,231ii2p
3354414154325,艈,231iiii228
33544141554,舷,231iiii⿽vd
335441431113121,艖,231iiht/--
3354414311213121,艖,231iiht/--
3354414311213121534,艤,231iiht/fx\
3354414311213121543,艤,231iiht/fx\
335441431325111,艏,231ii8-/e
335441434,舣,231iix\
33544144535,舵,231ii\n7
33544144553,舵,231ii\n7
3354414511534,艆,231ii\c-w
335441451325122,艑,231iiic/nh
33544151312251,艍,231iic/+o
3354415133115,艉,231iic//-7
33544152125221,艋,231iiz-nh
3354415353,舭,231ii77
3354431134,瓞,rd\/iia
33544454,返,\zr4
3354454,返,\zr4
33544554,返,\zr4
34112,半,8128
341121,全,aj-
3411222,判,8128ll
34112251,舍,a-+o
341122511251124,舖,a-+o+\g
3411225132511154444,鵨,a-+oniv-T
341122515452,舒,a-+odz
34112344412,斜,a-m⿽-lii
34112344454,途,\za-m
3411234454,途,\za-m
34112344554,途,\za-m
341123454,叙,a-m4
3411243111121112511,鏏,ajhTiiiliiil⿼c-
34112431111253134,鍥,ajhTiiilviq
3411243111212511,錆,ajhTj-g
3411243111212521,錆,ajhTj-g
3411243111213511,錆,ajhTj-g
3411243111214,鈺,ajhT-t\
34112431112321511,鍤,ajhT/+r-c
34112431113112,銒,ajhT-+-+
341124311134,鈇,ajhTiia
341124311135,鈨,ajhT--a
3411243112111534,鋹,ajhTl-iiiv\/
341124311212122151234,鐷,ajhThh-vm
34112431121213251,鍩,ajhThxOo
34112431121225121,錨,ajhTho+
34112431121225125132411121,鑵,ajhThooa2f-
3411243112123241112154,鑊,ajhTha2f-4
3411243112124411251124124,鑮,ajhThiii+\g-\
341124311212511121534,鐵,ajhT⿽-x\+oj-
341124311212511121543,鐵,ajhT⿽-x\+oj-
341124311212513121534,鐵,ajhT⿽-x\+oj-
341124311212513121543,鐵,ajhT⿽-x\+oj-
34112431121252212511134,鑟,ajhT+-nhe8
34112431121253512511134,鑟,ajhT+-nhe8
341124311214544,鋕,ajhT+-/v\\
341124311215,鈣,ajhT-vf
3411243112151211251124,鑄,ajhT+-v---o-\
3411243112155121,錏,ajhT-4-T
34112431122111122111122111,鑷,ajhTr3lr3lr3l
3411243112211154,鋷,ajhTr3l4
34112431122112512134,鐄,ajhTh-nt8
34112431122122151234,鐷,ajhThh-vm
3411243112212511,錯,ajhTh-b
3411243112212512134,鐄,ajhTh-nt8
34112431122125125132411121,鑵,ajhThooa2f-
